Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history,Value Clean,Season,League
Václav Hladký,95795,€200k,"Dec 9, 2025","Nov 14, 1990",35,1.92,Czech Republic,[],Goalkeeper,,Burnley,,,"Jul 19, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",200000.0,25/26,EPL
Melker Ellborg,605426,€3.00m,"Mar 9, 2026","May 22, 2003",22,1.91,Sweden,['Sweden'],Goalkeeper,,Sunderland,,,"Feb 1, 2026","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3000000.0,25/26,EPL
Aaron Hickey,591949,€16.00m,"Dec 9, 2025","Jun 10, 2002",23,1.85,Scotland,['Scotland'],Right-Back,"               0
0      Left-Back
1  Left Midfield",Brentford,,,"Jul 9, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",16000000.0,25/26,EPL
Adam Wharton,744149,€60.00m,"Dec 9, 2025","Feb 6, 2004",22,1.82,England,['England'],Defensive Midfield,"                    0
0    Central Midfield
1  Attacking Midfield",Crystal Palace,,,"Feb 1, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",60000000.0,25/26,EPL
Thierno Barry,937941,€30.00m,"Dec 9, 2025","Oct 21, 2002",23,1.95,France,"['Guinea', 'France']",Centre-Forward,,Everton,,,"Jul 9, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",30000000.0,25/26,EPL
Manuel Ugarte,476701,€30.00m,"Dec 9, 2025","Apr 11, 2001",25,1.82,Uruguay,[],Defensive Midfield,,Man Utd,,,"Aug 30, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",30000000.0,25/26,EPL
Jarrad Branthwaite,661053,€45.00m,"Dec 9, 2025","Jun 27, 2002",23,1.95,England,[],Centre-Back,,Everton,,,"Jan 13, 2020","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",45000000.0,25/26,EPL
Ryan Gravenberch,478573,€90.00m,"Dec 9, 2025","May 16, 2002",23,1.9,Netherlands,[],Defensive Midfield,,Liverpool,,,"Sep 1, 2023","Jun 30, 2032",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",90000000.0,25/26,EPL
Martin Ødegaard,316264,€65.00m,"Mar 9, 2026","Dec 17, 1998",27,1.78,Norway,[],Attacking Midfield,,Arsenal,,,"Aug 20, 2021","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",65000000.0,25/26,EPL
Roméo Lavia,628451,€25.00m,"Mar 9, 2026","Jan 6, 2004",22,1.81,Belgium,[],Defensive Midfield,,Chelsea,,,"Aug 18, 2023","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,25/26,EPL
Danny Welbeck,67063,€4.00m,"Dec 9, 2025","Nov 26, 1990",35,1.85,England,"['England', 'Ghana']",Centre-Forward,"             0
0  Left Winger",Brighton,,,"Oct 18, 2020","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4000000.0,25/26,EPL
James Maddison,294057,€25.00m,"Mar 9, 2026","Nov 23, 1996",29,1.75,England,"['England', 'Ireland']",Attacking Midfield,"                  0
0  Central Midfield",Tottenham,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,25/26,EPL
Altay Bayındır,336077,€7.00m,"Dec 9, 2025","Apr 14, 1998",27,1.98,Türkiye,[],Goalkeeper,,Man Utd,,,"Sep 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",7000000.0,25/26,EPL
Mateus Fernandes,880245,€35.00m,"Mar 9, 2026","Jul 10, 2004",21,1.8,Portugal,[],Central Midfield,,West Ham,,,"Aug 29, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,25/26,EPL
Remi Matthews,196722,€300k,"Dec 9, 2025","Feb 10, 1994",32,1.83,England,[],Goalkeeper,,Crystal Palace,,,"Jul 12, 2021","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,25/26,EPL
João Pedro,626724,€75.00m,"Mar 9, 2026","Sep 26, 2001",24,1.82,Brazil,['Brazil'],Centre-Forward,"                0
0     Left Winger
1  Second Striker",Chelsea,,,"Jul 2, 2025","Jun 30, 2033",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",75000000.0,25/26,EPL
Matty Cash,425334,€22.00m,"Dec 9, 2025","Aug 7, 1997",28,1.85,Poland,"['England', 'Poland']",Right-Back,"                  0
0    Right Midfield
1  Central Midfield",Aston Villa,,,"Sep 3, 2020","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",22000000.0,25/26,EPL
Mathias Jensen,319859,€12.00m,"Dec 9, 2025","Jan 1, 1996",30,1.8,Denmark,['Denmark'],Central Midfield,,Brentford,,,"Jul 10, 2019","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",12000000.0,25/26,EPL
Matt Doherty,171679,€1.50m,"Dec 9, 2025","Jan 16, 1992",34,1.85,Ireland,['Ireland'],Right-Back,"                0
0  Right Midfield
1       Left-Back",Wolves,,,"Jul 20, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,25/26,EPL
Tosin Adarabioyo,258878,€18.00m,"Mar 9, 2026","Sep 24, 1997",28,1.97,England,[],Centre-Back,,Chelsea,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",18000000.0,25/26,EPL
Bernd Leno,72476,€8.00m,"Dec 9, 2025","Mar 4, 1992",34,1.9,Germany,[],Goalkeeper,,Fulham,,,"Aug 2, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",8000000.0,25/26,EPL
Jordan Beyer,403898,€2.50m,"Mar 9, 2026","May 19, 2000",25,1.87,Germany,[],Centre-Back,,Burnley,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,25/26,EPL
Murillo,1005649,€50.00m,"Mar 9, 2026","Jul 4, 2002",23,1.8,Brazil,['Brazil'],Centre-Back,,Nott'm Forest,,,"Aug 31, 2023","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",50000000.0,25/26,EPL
Matz Sels,127202,€4.00m,"Mar 9, 2026","Feb 26, 1992",34,1.88,Belgium,['Belgium'],Goalkeeper,,Nott'm Forest,,,"Feb 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4000000.0,25/26,EPL
Sebastiaan Bornauw,338629,€8.00m,"Mar 9, 2026","Mar 22, 1999",27,1.91,Belgium,[],Centre-Back,,Leeds,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",8000000.0,25/26,EPL
José Sá,249994,€5.00m,"Dec 9, 2025","Jan 17, 1993",33,1.92,Portugal,[],Goalkeeper,,Wolves,,,"Jul 15, 2021","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",5000000.0,25/26,EPL
Mason Mount,346483,€30.00m,"Mar 9, 2026","Jan 10, 1999",27,1.81,England,[],Attacking Midfield,,Man Utd,,,"Jul 5, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",30000000.0,25/26,EPL
Savinho,743591,€40.00m,"Mar 9, 2026","Apr 10, 2004",22,1.76,Brazil,['Brazil'],Left Winger,"                    0
0        Right Winger
1  Attacking Midfield",Man City,,,"Jul 18, 2024","Jun 30, 2031",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",40000000.0,25/26,EPL
Wesley Fofana,475411,€28.00m,"Dec 9, 2025","Dec 17, 2000",25,1.88,France,[],Centre-Back,,Chelsea,,,"Aug 31, 2022","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",28000000.0,25/26,EPL
Jamie Gittens,670882,€35.00m,"Mar 9, 2026","Aug 8, 2004",21,1.78,England,"['England', 'Barbados']",Left Winger,"              0
0  Right Winger",Chelsea,,,"Jul 5, 2025","Jun 30, 2032",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,25/26,EPL
Ezra Mayers,1107726,€1.20m,"Mar 9, 2026","Jan 16, 2007",19,1.83,England,"['England', 'Germany']",Centre-Back,"           0
0  Left-Back",West Ham U21,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1200000.0,25/26,EPL
Borna Sosa,293194,€4.00m,"Dec 9, 2025","Jan 21, 1998",28,1.87,Croatia,[],Left-Back,,Crystal Palace,,,"Jul 11, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4000000.0,25/26,EPL
David Raya,262749,€35.00m,"Dec 9, 2025","Sep 15, 1995",30,1.83,Spain,[],Goalkeeper,,Arsenal,,,"Jul 4, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,25/26,EPL
Pablo,817665,€18.00m,"Mar 9, 2026","Jan 2, 2004",22,1.84,Brazil,"['Portugal', 'Brazil']",Centre-Forward,"                0
0    Right Winger
1  Second Striker",West Ham,,,"Jan 2, 2026","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",18000000.0,25/26,EPL
Diego Gómez,996897,€25.00m,"Dec 9, 2025","Mar 27, 2003",23,1.85,Paraguay,[],Central Midfield,,Brighton,,,"Jan 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,25/26,EPL
Gabriel Jesus,363205,€20.00m,"Dec 9, 2025","Apr 3, 1997",29,1.75,Brazil,['Brazil'],Centre-Forward,"              0
0   Left Winger
1  Right Winger",Arsenal,,,"Jul 4, 2022","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",20000000.0,25/26,EPL
Robert Sánchez,403151,€22.00m,"Dec 9, 2025","Nov 18, 1997",28,1.97,Spain,[],Goalkeeper,,Chelsea,,,"Aug 5, 2023","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",22000000.0,25/26,EPL
Radu Drăgușin,568559,€20.00m,"Mar 9, 2026","Feb 3, 2002",24,1.91,Romania,[],Centre-Back,,Tottenham,,,"Jan 11, 2024","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",20000000.0,25/26,EPL
Lewis Cook,249089,€13.00m,"Dec 9, 2025","Feb 3, 1997",29,1.75,England,[],Central Midfield,,Bournemouth,,,"Jul 8, 2016","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",13000000.0,25/26,EPL
Alex Iwobi,242631,€25.00m,"Dec 9, 2025","May 3, 1996",29,1.83,Nigeria,"['Nigeria', 'England']",Left Winger,"                    0
0        Right Winger
1  Attacking Midfield",Fulham,,,"Sep 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,25/26,EPL
Marcos Senesi,469781,€22.00m,"Dec 9, 2025","May 10, 1997",28,1.84,Argentina,[],Centre-Back,,Bournemouth,,,"Aug 8, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",22000000.0,25/26,EPL
Victor Lindelöf,184573,€6.00m,"Dec 9, 2025","Jul 17, 1994",31,1.87,Sweden,[],Centre-Back,,Aston Villa,,,"Sep 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",6000000.0,25/26,EPL
James Trafford,566799,€25.00m,"Dec 9, 2025","Oct 10, 2002",23,1.92,England,['England'],Goalkeeper,,Man City,,,"Jul 29, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,25/26,EPL
Giovanni Leoni,1086619,€25.00m,"Dec 9, 2025","Dec 21, 2006",19,1.96,Italy,['Italy'],Centre-Back,"            0
0  Right-Back",Liverpool,,,"Aug 15, 2025","Jun 30, 2031",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,25/26,EPL
John Victor,432914,€7.00m,"Dec 9, 2025","Feb 13, 1996",30,1.97,Brazil,"['Portugal', 'Brazil']",Goalkeeper,,Nott'm Forest,,,"Aug 31, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",7000000.0,25/26,EPL
David Møller Wolfe,661427,€10.00m,"Dec 9, 2025","Apr 23, 2002",23,1.87,Norway,[],Left-Back,,Wolves,,,"Aug 2, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",10000000.0,25/26,EPL
Harrison Jones,937840,€150k,"Dec 9, 2025","Dec 25, 2004",21,1.85,England,[],Attacking Midfield,,Sunderland,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",150000.0,25/26,EPL
Rodrigo Muniz,735571,€25.00m,"Dec 9, 2025","May 4, 2001",24,1.86,Brazil,[],Centre-Forward,,Fulham,,,"Aug 20, 2021","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,25/26,EPL
Calvin Ramsay,633652,€1.50m,"Dec 17, 2025","Jul 31, 2003",22,1.77,Scotland,[],Right-Back,,Liverpool,,,"Jul 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,25/26,EPL
Andrey Santos,743600,€45.00m,"Mar 9, 2026","May 3, 2004",21,1.8,Brazil,[],Central Midfield,,Chelsea,,,"Jan 1, 2023","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",45000000.0,25/26,EPL
Callum Hudson-Odoi,392768,€30.00m,"Dec 9, 2025","Nov 7, 2000",25,1.78,England,"['England', 'Ghana']",Left Winger,"                    0
0        Right Winger
1  Attacking Midfield",Nott'm Forest,,,"Sep 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",30000000.0,25/26,EPL
Maxence Lacroix,434224,€40.00m,"Mar 9, 2026","Apr 6, 2000",26,1.9,France,"['Guadeloupe', 'France']",Centre-Back,,Crystal Palace,,,"Aug 30, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",40000000.0,25/26,EPL
Cody Gakpo,434675,€65.00m,"Mar 9, 2026","May 7, 1999",26,1.93,Netherlands,"['Togo', 'Netherlands']",Left Winger,"                0
0  Centre-Forward",Liverpool,,,"Jan 1, 2023","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",65000000.0,25/26,EPL
Kaoru Mitoma,504849,€25.00m,"Mar 9, 2026","May 20, 1997",28,1.78,Japan,['Japan'],Left Winger,"               0
0  Left Midfield",Brighton,,,"Aug 10, 2021","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,25/26,EPL
Kristoffer Ajer,328658,€18.00m,"Mar 9, 2026","Apr 17, 1998",27,1.98,Norway,[],Centre-Back,,Brentford,,,"Jul 21, 2021","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",18000000.0,25/26,EPL
Wilson Odobert,743498,€20.00m,"Mar 9, 2026","Nov 28, 2004",21,1.82,France,"['Martinique', 'France']",Left Winger,"              0
0  Right Winger",Tottenham,,,"Aug 16, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",20000000.0,25/26,EPL
Archie Gray,922693,€35.00m,"Dec 9, 2025","Mar 12, 2006",20,1.87,England,"['England', 'Scotland']",Central Midfield,"                    0
0          Right-Back
1  Defensive Midfield",Tottenham,,,"Jul 2, 2024","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,25/26,EPL
Toti,606718,€20.00m,"Mar 9, 2026","Jan 16, 1999",27,1.87,Portugal,"['Portugal', 'Guinea-Bissau']",Centre-Back,"           0
0  Left-Back",Wolves,,,"Sep 2, 2020","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",20000000.0,25/26,EPL
Marcus Edwards,314367,€8.00m,"Dec 9, 2025","Dec 3, 1998",27,1.68,England,[],Right Winger,,Burnley,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",8000000.0,25/26,EPL
Igor Jesus,432164,€22.00m,"Mar 9, 2026","Feb 25, 2001",25,1.79,Brazil,"['Brazil', 'United Arab Emirates']",Centre-Forward,,Nott'm Forest,,,"Jul 5, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",22000000.0,25/26,EPL
Marcus Tavernier,399434,€23.00m,"Mar 9, 2026","Mar 22, 1999",27,1.78,England,['England'],Attacking Midfield,"              0
0   Left Winger
1  Right Winger",Bournemouth,,,"Aug 1, 2022","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",23000000.0,25/26,EPL
Kevin Schade,473050,€35.00m,"Dec 9, 2025","Nov 27, 2001",24,1.85,Germany,[],Left Winger,,Brentford,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,25/26,EPL
André,800176,€25.00m,"Mar 9, 2026","Jul 16, 2001",24,1.76,Brazil,[],Defensive Midfield,,Wolves,,,"Aug 30, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,25/26,EPL
Robin Roefs,646991,€25.00m,"Mar 9, 2026","Jan 17, 2003",23,1.93,Netherlands,['Netherlands'],Goalkeeper,,Sunderland,,,"Aug 1, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,25/26,EPL
Bryan Mbeumo,413039,€80.00m,"Mar 9, 2026","Aug 7, 1999",26,1.71,Cameroon,[],Right Winger,,Man Utd,,,"Jul 21, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",80000000.0,25/26,EPL
Loum Tchaouna,607226,€15.00m,"Dec 9, 2025","Sep 8, 2003",22,1.8,France,"['Chad', 'France']",Right Winger,"                0
0  Right Midfield
1  Centre-Forward",Burnley,,,"Jul 2, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",15000000.0,25/26,EPL
Josko Gvardiol,475959,€70.00m,"Dec 9, 2025","Jan 23, 2002",24,1.85,Croatia,[],Centre-Back,,Man City,,,"Aug 5, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",70000000.0,25/26,EPL
Mark Travers,357658,€4.00m,"Dec 9, 2025","May 18, 1999",26,1.91,Ireland,['Ireland'],Goalkeeper,,Everton,,,"Jul 15, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4000000.0,25/26,EPL
Angus Gunn,201574,€1.50m,"Dec 9, 2025","Jan 22, 1996",30,1.96,Scotland,"['England', 'Scotland']",Goalkeeper,,Nott'm Forest,,,"Aug 6, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,25/26,EPL
Sverre Nypan,911736,€15.00m,"Dec 3, 2025","Dec 19, 2006",19,1.82,Norway,['Norway'],Central Midfield,"                    0
0      Centre-Forward
1  Attacking Midfield",Man City,,,"Jul 17, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",15000000.0,25/26,EPL
Lewis Cook,249089,€13.00m,"Dec 9, 2025","Feb 3, 1997",29,1.75,England,['England'],Central Midfield,"                    0
0  Defensive Midfield
1      Right Midfield",Bournemouth,,,"Jul 8, 2016","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",13000000.0,25/26,EPL
Hugo Bueno,698678,€12.00m,"Mar 9, 2026","Sep 18, 2002",23,1.8,Spain,['Spain'],Left-Back,"               0
0  Left Midfield",Wolves,,,"Jul 1, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",12000000.0,25/26,EPL
Harvey Barnes,398065,€32.00m,"Dec 9, 2025","Dec 9, 1997",28,1.82,England,"['England', 'Scotland']",Left Winger,"                    0
0       Left Midfield
1  Attacking Midfield",Newcastle,,,"Jul 23, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",32000000.0,25/26,EPL
Patrick Dorgu,926952,€35.00m,"Mar 9, 2026","Oct 26, 2004",21,1.85,Denmark,[],Left-Back,,Man Utd,,,"Feb 2, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,25/26,EPL
Elliot Anderson,567576,€60.00m,"Dec 9, 2025","Nov 6, 2002",23,1.79,England,"['England', 'Scotland']",Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Nott'm Forest,,,"Jul 1, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",60000000.0,25/26,EPL
Taty Castellanos,522784,€28.00m,"Mar 9, 2026","Oct 3, 1998",27,1.78,Argentina,['Argentina'],Centre-Forward,,West Ham,,,"Jan 5, 2026","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",28000000.0,25/26,EPL
Guglielmo Vicario,286047,€23.00m,"Mar 9, 2026","Oct 7, 1996",29,1.94,Italy,[],Goalkeeper,,Tottenham,,,"Jul 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",23000000.0,25/26,EPL
Boubacar Kamara,394327,€40.00m,"Dec 9, 2025","Nov 23, 1999",26,1.84,France,"['France', 'Senegal']",Defensive Midfield,"                  0
0       Centre-Back
1  Central Midfield",Aston Villa,,,"Jul 1, 2022","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",40000000.0,25/26,EPL
John Ruddy,29712,€100k,"Dec 9, 2025","Oct 24, 1986",39,1.92,England,['England'],Goalkeeper,,Newcastle,,,"Jul 1, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",100000.0,25/26,EPL
Konstantinos Mavropanos,415912,€15.00m,"Dec 9, 2025","Dec 11, 1997",28,1.94,Greece,[],Centre-Back,,West Ham,,,"Aug 22, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",15000000.0,25/26,EPL
